cote,tome,type,auteur,titre,couverture,langue,edition,datation,contenu,etat,notes,emplacement
n.c.,,Manuscrit imprimé,_,Caisse d'épargne et de prévoyance de Nancy et du département de la Meurthe. Règlement du service intérieur. ,Papier cartonné,Français,_,2 avril 1834,Caisse d'épargne et de prévoyance de Nancy et du département de la Meurthe. Règlement du service intérieur. ,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Moreau,Caisse d'épargne et de prévoyance de Nancy et du département de la Meurthe. Règlement du service intérieur. ,Papier,Français,_,_,Caisse d'épargne et de prévoyance de Nancy et du département de la Meurthe. Règlement du service intérieur. ,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Duc de Gaete,Mairie de Nancy. Règlement sanitaire.,Papier,Français,"Nancy, H. Haener",5 avril 1832,Mairie de Nancy. Règlement sanitaire.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Arrêté et règlement relatifs à l'octroi municipal et de bienfaisance de la ville de Nancy.,Papier cartonné,Français,"Nancy, Guivard",29 juillet 1812,Arrêté et règlement relatifs à l'octroi municipal et de bienfaisance de la ville de Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Extrait de procès verbal du directoire du district de Nancy.,Papier cartonné,Français,"Nancy, Veuve Bachot",30 septembre 1793,Extrait de procès verbal du directoire du district de Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,District de Nancy. Canton de Nancy. Liste des électeurs.,Papier cartonné,Français,_,_,District de Nancy. Canton de Nancy. Liste des électeurs.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Maire de Nancy,Adresse du conseil général de la commun de Nancy à l'Assemblée Nationale.,Papier cartonné,Français,Imprimerie nationale,23 août 1792,Adresse du conseil général de la commun de Nancy à l'Assemblée Nationale.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Dusquenoy,"Municipalité de Nancy. Par le maire, les officiers municipaux et les notables. Extrait du registre des délibérations du conseil général.",Papier cartonné,Français,"Nancy, Veuve Bachot",17 septembre 1791,"Municipalité de Nancy. Par le maire, les officiers municipaux et les notables. Extrait du registre des délibérations du conseil général.",Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Breton,Procès verbal de la séance du conseil général de la commune de Nancy.,Papier cartonné,Français,_,22 juillet 1792,Procès verbal de la séance du conseil général de la commune de Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Messieurs.,Papier,Français,_,9 octobre 1789,Messieurs.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Rapport à M. le maire de la ville de Nancy.,Papier bleu,Français,"Nancy, veuve Raybois",1er janvier 1845,Rapport à M. le maire de la ville de Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Raulecour,"Les commissaires du bureau de bienfaisance, au citoyen Boulangé, Notaire.",Papier cartonné,Français,_,1er mai 1801,"Les commissaires du bureau de bienfaisance, au citoyen Boulangé, Notaire.",Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Le maire royal de la ville de nancy à monsieur le maire de la commune.,Papier,Français,_,_,Le maire royal de la ville de nancy à monsieur le maire de la commune.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Arrêté et règlement relatifs à l'octroi municipal et de bienfaisance de la ville de Nancy.,Papier,Français,"Nancy, P. Barbier",_,Arrêté et règlement relatifs à l'octroi municipal et de bienfaisance de la ville de Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Mulnier,"La société des sans-culottes de Nancy, à la convention. ",Papier,Français,"Nancy, Guivard",_,"La société des sans-culottes de Nancy, à la convention. ",Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Faure,Discours prononcé à la société des amis de la constitution établie à Nancy.,Papier,Français,"Nancy, Veuve Bachot",21 mars 1791,Discours prononcé à la société des amis de la constitution établie à Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Faure,Lettre du citoyen Faure à la société populaire de Nancy.,Papier,Français,"Nancy, Veuve Bachot",10 Pluviose au III,Lettre du citoyen Faure à la société populaire de Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Discours du citoyen Faure prononcé dans la société populaire de Nancy.,Papier,Français,"Nancy, Veuve Bachot",10 Pluviose au III,Discours du citoyen Faure prononcé dans la société populaire de Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Mouton,"La société populaire de Nancy réintégrée, en réponse à B. Faure.",Papier,Français,"Nancy, Guivard",_,"La société populaire de Nancy réintégrée, en réponse à B. Faure.",Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Gérard,La vérité. Observations pour servir de réfutation aux deux rapports de Faure.,Papier,Français,_,_,La vérité. Observations pour servir de réfutation aux deux rapports de Faure.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,La société populaire révolutionnaire de Nancy aux sociétés populaire et révolutionnaires de la République. ,Papier,Français,"Paris, G. F. Galletti",_,La société populaire révolutionnaire de Nancy aux sociétés populaire et révolutionnaires de la République. ,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Règlement de la société de santé de Nancy.,Multicolore,Français,_,_,Règlement de la société de santé de Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livret,_,Règlement pour la bibliothèque publique de la ville de Nancy,Papier bleu,Français,"Nancy, A. Paulet","Saturday, January 14, 1905",Règlement pour la bibliothèque publique de la ville de Nancy,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livret,_,Règlement pour la bibliothèque publique de la ville de Nancy,Papier jaune,Français,Nancy,26 août 1876,Règlement pour la bibliothèque publique de la ville de Nancy,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,"Compliment d'une compagnie de dames patriotes de Nancy, adressé aux gardes nationales.",Papier cartonné,Français,_,_,"Compliment d'une compagnie de dames patriotes de Nancy, adressé aux gardes nationales.",Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Charlemont,"Discours du représentant du peuple genevois, en mission dans le département de la Meurthe, à la société populaire de Nancy.",Papier cartonné,Français,"Nancy, P. Barbier",_,"Discours du représentant du peuple genevois, en mission dans le département de la Meurthe, à la société populaire de Nancy.",Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Collenel,Délibération de la société des amis de la constitution établie à Nancy.,Papier,Français,"Nancy, Veuve Bachot",13 septembre 1790,Délibération de la société des amis de la constitution établie à Nancy.,Correct,"Factum ""1801-1812. Nancy""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Harlaut,Messieurs.,Papier cartonné,Français,_,"Thursday, November 24, 1904",Messieurs.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Grandjean,Arrêté du directoire du département de la Meurthe.,Papier cartonné,Français,"Nancy, H. Haener",30 août 1793,Arrêté du directoire du département de la Meurthe.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Collenel,Arrêté du directoire du département de la Meurthe.,Papier cartonné,Français,_,13 avril 1792,Arrêté du directoire du département de la Meurthe.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Perrin,"Le directoire de la Meurthe aux citoyens, pour les prévenir contre les rumeurs et les faux bruits.",Papier cartonné,Français,"Nancy, H. Haener",20 septembre 1790,"Le directoire de la Meurthe aux citoyens, pour les prévenir contre les rumeurs et les faux bruits.",Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Saladin,Proclamation du directoire de la Meurthe à l'occasion de quelques détenus malades.,Papier cartonné,Français,"Nancy, H. Haener",28 juin 1793,Proclamation du directoire de la Meurthe à l'occasion de quelques détenus malades.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Perrin,Mémoire sur la répartition de la contribution foncière.,Papier cartonné,Français,"Nancy, J. R. Vigneulle",11 Pluviose an V,Mémoire sur la répartition de la contribution foncière.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Collenel,Extrait du registre des délibérations du conseil du département de la Meurthe.,Papier cartonné,Français,"Nancy, H. Haener",21 décembre 1792,Extrait du registre des délibérations du conseil du département de la Meurthe.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Sonnini,Délibération du conseil du département de la Meurthe.,Papier cartonné,Français,"Nancy, H. Haener",18 décembre 1790,Délibération du conseil du département de la Meurthe.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Sonnini,Extrait des procès verbaux de l'Administration du Département de la Meurthe.,Papier cartonné,Français,"Nancy, H. Haener",24 décembre 1794,Extrait des procès verbaux de l'Administration du Département de la Meurthe.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Bicquilley,Extrait du procès verbal de la séance publique de l'administration de la Meurthe.,Papier cartonné,Français,"Nancy, H. Haener",29 mars 1794,Extrait du procès verbal de la séance publique de l'administration de la Meurthe.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Bigelot,Extrait du registre des délibératiions du directoire de la Meurthe.,Papier cartonné,Français,"Nancy, H. Haener","14 janvier , an II.",Extrait du registre des délibératiions du directoire de la Meurthe.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Breton,"L'administration provisoire du département de la Meurthe, à ses concitoyens.",Papier cartonné,Français,"Nancy, H. Haener",5 janvier 1794,"L'administration provisoire du département de la Meurthe, à ses concitoyens.",Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Collenel,Délibération du conseil du département de la Meurthe.,Papier cartonné,Français,"Nancy, H. Haener",11 novembre 1790,Délibération du conseil du département de la Meurthe.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Saladin,Délibération du conseil du département de la Meurthe.,Papier,Français,"Nancy, H. Haener","Thursday, November 24, 1904",Délibération du conseil du département de la Meurthe.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Harlaut,L'administration centrale de la Meurthe à celles municipales des cantons de son arrondissement.,Papier cartonné,Français,_,3 vendémiaire an V,L'administration centrale de la Meurthe à celles municipales des cantons de son arrondissement.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Harlaut,Proclamation et arrêté du directoire de la Meurthe.,Papier cartonné,Français,"Nancy, H. Haener",24 août 1793,Proclamation et arrêté du directoire de la Meurthe.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Collenel,Extrait des registres des procès verbaux du directoire de la Meurthe.,Papier cartonné,Français,"Nancy, H. Haener",25 septembre 1793,Extrait des registres des procès verbaux du directoire de la Meurthe.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Collenel,Des administrateurs du directoire de la Meurthe aux citoyens de ce département et particulièrement à ceux des campagnes.,Papier cartonné,Français,"Nancy, H. Haener",27 septembre 1790,Des administrateurs du directoire de la Meurthe aux citoyens de ce département et particulièrement à ceux des campagnes.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Haillecourt,Arrêté du directoire du département de la Meurthe.,Papier cartonné,Français,"Nancy, H. Haener",12 avril 1791,Arrêté du directoire du département de la Meurthe.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Harlaut,Les administrateurs composant le directoire de la Meurthe à l'Assemblée Nationale.,Papier cartonné,Français,Imprimerie nationale,19 juin 1792,Les administrateurs composant le directoire de la Meurthe à l'Assemblée Nationale.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Mourer,Extrait des registres des procès verbaux du directoire de la Meurthe.,Papier cartonné,Français,"Nancy, H. Haener",25 août 1793,Extrait des registres des procès verbaux du directoire de la Meurthe.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Abbé de Dombasle,Directoire,Papier cartonné,Français,_,17 mars 1798,Directoire,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Chatelin,Département de la Meurthe. Instruction et ordonnance des commissaires du roi.,Papier cartonné,Français,"Nancy, H. Haener",1er mai 1790,Département de la Meurthe. Instruction et ordonnance des commissaires du roi.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Lalande,Délibération du conseil du département de la Meurthe.,Papier cartonné,Français,"Nancy, H. Haener",22 novembre 1790,Délibération du conseil du département de la Meurthe.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Lacoste,Adresse du conseil de la meurthe à l'Assemblée Nationale.,Papier cartonné,Français,Imprimerie nationale,1er août 1792,Adresse du conseil de la meurthe à l'Assemblée Nationale.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Lelorrain,Le directoire destitué du département de la Meurthe à la convention Nationale.,Papier cartonné,Français,Imprimerie de Cellot,_,Le directoire destitué du département de la Meurthe à la convention Nationale.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Jean Ignace Jacqueminot,Lettre du procureur général syndic de la Meurthe adressée à la députation de ce département.,Papier cartonné,Français,Imprimerie nationale,28 juin 1792,Lettre du procureur général syndic de la Meurthe adressée à la députation de ce département.,Correct,"Factum ""Meurthe. 1790-97, 1814-15. Conseil général""","Rez-de-chausser, travée 24 (71)"
