id,cote,tome,type,auteur,titre,couverture,langue,edition,datation,contenu,etat,notes,emplacement
672,n.c.,,Manuscrit imprimé,Père Duchène,"Opinion d'Ardien du Port, prononcé à la séance du matin 14 juillet.",Papier cartonné,Français,"Nancy, H. Haener",14 juillet 1792,"Opinion d'Ardien du Port, prononcé à la séance du matin 14 juillet.",Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
673,n.c.,,Manuscrit imprimé,,"Colère du Père Duchène, au sujet du massacre des patriotes de Nancy.",Papier cartonné,Français,Père Duchène,"Thursday, November 24, 1904","Colère du Père Duchène, au sujet du massacre des patriotes de Nancy.",Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
674,n.c.,,Manuscrit imprimé,M. de Bouillé,Détail très exact et véritable des ravages occasionnés par l'insurrection des régiments du roi.,Papier cartonné,Français,Pougin,"Thursday, November 24, 1904",Détail très exact et véritable des ravages occasionnés par l'insurrection des régiments du roi.,Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
675,n.c.,,Manuscrit imprimé,,Copie de la lettre de M. de Bouillé à M. de La Tour du Pin.,Papier cartonné,Français,Nancy,1er septembre 1790,Copie de la lettre de M. de Bouillé à M. de La Tour du Pin.,Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
676,n.c.,,Manuscrit imprimé,C. D.,Relation à nos frères d'armes de Paris de ce qui s'est passé à Nancy.,Papier cartonné,Français,,"Thursday, November 24, 1904",Relation à nos frères d'armes de Paris de ce qui s'est passé à Nancy.,Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
677,n.c.,,Manuscrit imprimé,,M. de Bouillé sur la sellette interrogé par le procureur général de la Lanterne.,Papier cartonné,Français,"Faubourg Saint-Germain, Michel","Thursday, November 24, 1904",M. de Bouillé sur la sellette interrogé par le procureur général de la Lanterne.,Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
678,n.c.,,Manuscrit imprimé,,Compte-rendu à leurs souverains par les Officiers du régiment de Castella.,Papier cartonné,Français,,"Thursday, November 24, 1904",Compte-rendu à leurs souverains par les Officiers du régiment de Castella.,Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
679,n.c.,,Manuscrit imprimé,,Recueil de pièces authentiques sur l'affaire de Nancy.,Papier cartonné,Français,,"Thursday, November 24, 1904",Recueil de pièces authentiques sur l'affaire de Nancy.,Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
680,n.c.,,Manuscrit imprimé,J. Salle,"Liberté, égalité.",Papier cartonné,Français,"Nancy, Veuve Bachot",28 décembre 1793,"Liberté, égalité.",Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
681,n.c.,,Manuscrit imprimé,Bonniot Salignac,"J. Salle, négociant à Vézelise, aux maire, officier municipaux.",Papier cartonné,Français,,3 germinal an II,"J. Salle, négociant à Vézelise, aux maire, officier municipaux.",Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
682,n.c.,,Manuscrit imprimé,Messein,Les pères et mères des émigrés du district de Toul.,Papier cartonné,Français,"Nancy, H. Haener",13 prairial an III,Les pères et mères des émigrés du district de Toul.,Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
683,n.c.,,Manuscrit imprimé,Denis,Les pères et mères des émigrés du département de la Meurthe aux représentants du peuple français.,Papier cartonné,Français,,"Monday, November 28, 1904",Les pères et mères des émigrés du département de la Meurthe aux représentants du peuple français.,Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
684,n.c.,,Manuscrit imprimé,Jollain de la Tour,Décret de la convention Nationale du 12 octobre 1792.,Papier cartonné,Français,"Epinal, Haener",12 octobre 1792,Décret de la convention Nationale du 12 octobre 1792.,Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
685,n.c.,,Manuscrit imprimé,Capitaine de La Neuveville,"Délibération de la seconde compagnie, du second bataillon, de la paroisse saint-Nicolas.",Papier cartonné,Français,,4 octobre 1789,"Délibération de la seconde compagnie, du second bataillon, de la paroisse saint-Nicolas.",Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
686,n.c.,,Manuscrit imprimé,,Lettre de la seconde compagnie de saint Sébastien du second bataillon de Nancy.,Papier cartonné,Français,,16 octobre 1789,Lettre de la seconde compagnie de saint Sébastien du second bataillon de Nancy.,Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
687,n.c.,,Manuscrit imprimé,Le Comte de la Valette,"Extrait du registre des délibérations des membres de la garde citoyenne, formant la 2nde compagnie de saint Sébastien.",Papier cartonné,Français,"Nancy, Leseure","Thursday, November 24, 1904","Extrait du registre des délibérations des membres de la garde citoyenne, formant la 2nde compagnie de saint Sébastien.",Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
688,n.c.,,Manuscrit imprimé,J. Henrion,Délibération de la première compagnie de saint Pierre du 1er bataillon de Nancy.,Papier cartonné,Français,,"Thursday, November 24, 1904",Délibération de la première compagnie de saint Pierre du 1er bataillon de Nancy.,Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
689,n.c.,,Manuscrit imprimé,Lacretelle,"Extrait du registre des délibérations de la compagnie de Seillière, deuxième compagnie de saint Sébastien.",Papier cartonné,Français,"Nancy, Leseure","Thursday, November 24, 1904","Extrait du registre des délibérations de la compagnie de Seillière, deuxième compagnie de saint Sébastien.",Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
690,n.c.,,Manuscrit imprimé,,Arrêté de la compagnie de Charlot.,Papier cartonné,Français,,"Wednesday, November 23, 1904",Arrêté de la compagnie de Charlot.,Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
691,n.c.,,Manuscrit imprimé,Coliny,La garde nationale à ses frères de la garnison de Nancy.,Papier cartonné,Français,,"Thursday, November 24, 1904",La garde nationale à ses frères de la garnison de Nancy.,Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
692,n.c.,,Manuscrit imprimé,Lefebvre,"Délibération de la première compagnie de Notre-Dame, du premier bataillon.",Papier cartonné,Français,,8 octobre 1789,"Délibération de la première compagnie de Notre-Dame, du premier bataillon.",Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
693,n.c.,,Manuscrit imprimé,De Leviston,"Délibération de la compagnie de François, capitaine de la première de la paroisse Notre-Dame.",Papier cartonné,Français,,"Wednesday, November 23, 1904","Délibération de la compagnie de François, capitaine de la première de la paroisse Notre-Dame.",Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
694,n.c.,,Manuscrit imprimé,Mathieu,Extrait des registres des délibérations de la compagnie de Leviston.,Papier cartonné,Français,,17 novembre 1789,Extrait des registres des délibérations de la compagnie de Leviston.,Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
695,n.c.,,Manuscrit imprimé,Colin ,Les compagnies de saint Pierre.,Papier cartonné,Français,,"Wednesday, November 23, 1904",Les compagnies de saint Pierre.,Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
696,n.c.,,Manuscrit imprimé,Demange,Délibération. La compagnie de Colin.,Papier cartonné,Français,,5 octobre 1789,Délibération. La compagnie de Colin.,Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
697,n.c.,,Manuscrit imprimé,Thieriet,Extrait du registre des délibérations des gardes citoyens de la compagnie de Bregest.,Papier cartonné,Français,"Nancy, C. S. Lamort",5 octobre 1789,Extrait du registre des délibérations des gardes citoyens de la compagnie de Bregest.,Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
698,n.c.,,Manuscrit imprimé,Frères Chailly,"Extrait du registre des délibérations de la compagnie Rozières, première de la paroisse saint Sébastien.",Papier cartonné,Français,"Nancy, C. S. Lamort",13 décembre 1789,"Extrait du registre des délibérations de la compagnie Rozières, première de la paroisse saint Sébastien.",Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
699,n.c.,,Manuscrit imprimé,,Chanson sur la bénédiction des drapeau des volontaires du bataillon de Nancy.,Papier cartonné,Français,,,Chanson sur la bénédiction des drapeau des volontaires du bataillon de Nancy.,Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
700,n.c.,,Manuscrit imprimé,Pointcaré,Etat de la souscription faite pour secourir les femmes et les enfants des citoyens enrolés dans les volontaires.,Papier cartonné,Français,"Nancy, Veuve Bachot","Saturday, November 26, 1904",Etat de la souscription faite pour secourir les femmes et les enfants des citoyens enrolés dans les volontaires.,Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
701,n.c.,,Manuscrit imprimé,Du Portail,"Extrait du registre du conseil général d'administration de la garde nationale de Nancy, département de la Meurthe.",Papier cartonné,Français,"Nancy, H. Haener","Thursday, November 24, 1904","Extrait du registre du conseil général d'administration de la garde nationale de Nancy, département de la Meurthe.",Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
702,n.c.,,Manuscrit imprimé,Les officiers du siège prévotal de Nancy,Règlement provisoire pour le service des gardes nationales.,Papier cartonné,Français,,5 août 1791,Règlement provisoire pour le service des gardes nationales.,Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
703,n.c.,,Manuscrit imprimé,Pointcaré,"Réponse des officiers du siège prévotal de Nancy, aux imputations téméraires que M. de La Valette a envoyé.",Papier cartonné,Français,,"Wednesday, November 23, 1904","Réponse des officiers du siège prévotal de Nancy, aux imputations téméraires que M. de La Valette a envoyé.",Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
704,n.c.,,Manuscrit imprimé,A. C. Duquesnoy,Mémoire justificatif pour la garde nationale de Nancy adressé aux gardes nationales de Metz et de Toul.,Papier cartonné,Français,,"Thursday, November 24, 1904",Mémoire justificatif pour la garde nationale de Nancy adressé aux gardes nationales de Metz et de Toul.,Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
705,n.c.,,Manuscrit imprimé,Coco,"Lettre du maire de la commune de Nancy à M. Friant, adjudant général de la garde nationale de Nancy.",Papier cartonné,Français,,3 avril 1792,"Lettre du maire de la commune de Nancy à M. Friant, adjudant général de la garde nationale de Nancy.",Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
706,n.c.,,Manuscrit imprimé,Sirejean,Arrêté pris dans la petite compagnie des petits volontaires de la garde citoyenne de Nancy.,Papier cartonné,Français,,"Saturday, November 26, 1904",Arrêté pris dans la petite compagnie des petits volontaires de la garde citoyenne de Nancy.,Correct,"Factum ""Révolution. 1789-1793. Emigrés, garde citoyenne, discours, guerre 1792, affaire de Nancy, fuite du roi""",Archives départementales
